evaluation_order,source_window_index
0,5
1,7
2,8
3,11
4,12
5,14
6,16
7,17
8,21
9,22
10,23
11,24
12,26
13,33
14,36
15,38
16,41
17,44
18,49
19,50
20,52
21,54
22,55
23,56
24,59
25,60
26,62
27,67
28,71
29,72
30,74
31,75
32,76
33,80
34,82
35,87
36,88
37,94
38,95
39,98
40,99
41,100
42,101
43,103
44,107
45,108
46,109
47,110
48,112
49,113
50,114
51,115
52,117
53,119
54,120
55,121
56,125
57,126
58,127
59,130
60,131
61,133
62,137
63,138
64,139
65,140
66,141
67,143
68,145
69,147
70,148
71,149
72,151
73,153
74,157
75,159
76,163
77,164
78,165
79,168
80,169
81,172
82,173
83,177
84,180
85,181
86,186
87,189
88,190
89,193
90,198
91,202
92,204
93,205
94,207
95,209
96,210
97,212
98,216
99,217
100,219
101,220
102,221
103,224
104,225
105,226
106,228
107,229
108,230
109,233
110,235
111,236
112,242
113,244
114,245
115,246
116,248
117,256
118,257
119,258
120,267
121,268
122,271
123,272
124,274
125,275
126,279
127,280
128,283
129,290
130,291
131,295
132,297
133,300
134,304
135,308
136,309
137,310
138,311
139,312
140,316
141,318
142,319
143,321
144,323
145,324
146,326
147,327
148,330
149,333
150,336
151,340
152,342
153,343
154,345
155,348
156,349
157,350
158,352
159,353
160,354
161,359
162,360
163,365
164,368
165,369
166,370
167,371
168,372
169,373
170,377
171,381
172,382
173,383
174,386
175,389
176,390
177,391
178,393
179,395
180,396
181,397
182,398
183,399
184,400
185,403
186,404
187,409
188,411
189,413
190,414
191,415
192,416
193,418
194,419
195,425
196,426
197,428
198,435
199,439
200,442
201,446
202,449
203,450
204,451
205,452
206,454
207,456
208,458
209,459
210,460
211,461
212,465
213,466
214,468
215,469
216,470
217,472
218,473
219,474
220,476
221,478
222,479
223,480
224,482
225,484
226,488
227,491
228,494
229,495
230,497
231,501
232,502
233,503
234,505
235,508
236,509
237,512
238,513
239,515
240,517
241,524
242,525
243,528
244,529
245,530
246,534
247,537
248,538
249,539
250,540
251,541
252,543
253,544
254,547
255,548
256,551
257,552
258,553
259,556
260,558
261,560
262,564
263,566
264,567
265,569
266,570
267,571
268,573
269,575
270,576
271,577
272,578
273,582
274,583
275,584
276,588
277,590
278,597
279,599
280,600
281,601
282,602
283,603
284,606
285,607
286,608
287,613
288,614
289,615
290,617
291,618
292,620
293,621
294,624
295,626
296,628
297,630
298,631
299,633
300,637
301,639
302,641
303,642
304,643
305,644
306,645
307,646
308,652
309,655
310,656
311,658
312,662
313,663
314,664
315,665
316,667
317,670
318,672
319,676
320,682
321,685
322,687
323,688
324,689
325,690
326,692
327,694
328,698
329,699
330,700
331,701
332,702
333,704
334,708
335,710
336,711
337,712
338,713
339,715
340,716
341,717
342,719
343,720
344,721
345,722
346,726
347,728
348,730
349,731
350,733
