evaluation_order,source_window_index
0,5
1,7
2,8
3,12
4,15
5,16
6,17
7,22
8,23
9,24
10,27
11,34
12,37
13,38
14,42
15,46
16,50
17,51
18,54
19,55
20,56
21,57
22,60
23,61
24,64
25,70
26,72
27,74
28,75
29,76
30,77
31,78
32,82
33,84
34,85
35,90
36,91
37,97
38,98
39,101
40,102
41,103
42,104
43,106
44,109
45,111
46,113
47,114
48,115
49,118
50,119
51,122
52,123
53,125
54,129
55,131
56,134
57,136
58,138
59,141
60,142
61,143
62,144
63,146
64,147
65,148
66,149
67,151
68,152
69,154
70,155
71,156
72,158
73,160
74,161
75,163
76,164
77,167
78,169
79,170
80,173
81,175
82,176
83,179
84,182
85,185
86,188
87,191
88,193
89,197
90,198
91,203
92,207
93,210
94,211
95,212
96,215
97,218
98,222
99,223
100,226
101,231
102,233
103,234
104,235
105,236
106,237
107,241
108,242
109,243
110,249
111,251
112,252
113,254
114,257
115,262
116,264
117,267
118,273
119,277
120,278
121,279
122,280
123,282
124,283
125,287
126,288
127,289
128,293
129,297
130,299
131,301
132,303
133,305
134,306
135,308
136,313
137,315
138,316
139,319
140,320
141,321
142,323
143,324
144,325
145,326
146,330
147,332
148,334
149,335
150,337
151,340
152,341
153,342
154,346
155,348
156,350
157,352
158,355
159,356
160,357
161,361
162,362
163,363
164,364
165,366
166,369
167,370
168,371
169,376
170,377
171,378
172,379
173,381
174,383
175,386
176,387
177,394
178,395
179,396
180,398
181,400
182,401
183,403
184,405
185,408
186,409
187,410
188,412
189,414
190,415
191,416
192,424
193,425
194,426
195,427
196,428
197,430
198,431
199,432
200,433
201,434
202,439
203,441
204,444
205,449
206,452
207,457
208,460
209,461
210,463
211,464
212,465
213,466
214,468
215,469
216,473
217,474
218,476
219,478
220,480
221,482
222,484
223,486
224,488
225,489
226,490
227,492
228,493
229,499
230,502
231,505
232,506
233,507
234,509
235,512
236,513
237,515
238,516
239,518
240,520
241,521
242,528
243,531
244,532
245,537
246,539
247,540
248,547
249,548
250,549
251,553
252,554
253,558
254,559
255,560
256,561
257,563
258,564
259,565
260,569
261,573
262,576
263,578
264,579
265,580
266,581
267,582
268,583
269,586
270,587
271,588
272,590
273,593
274,595
275,596
276,597
277,598
278,601
279,603
280,608
281,612
282,614
283,616
284,618
285,619
286,621
287,624
288,628
289,629
290,631
291,636
292,638
293,639
294,640
295,643
296,644
297,645
298,647
299,648
300,649
301,652
302,655
303,659
304,661
305,663
306,664
307,665
308,666
309,668
310,670
311,674
312,676
313,677
314,681
315,686
316,687
317,688
318,691
319,694
320,697
321,703
322,706
323,707
324,708
325,709
326,710
327,711
328,712
329,716
330,717
331,718
332,720
333,722
334,723
335,724
336,725
337,726
338,728
339,729
340,730
341,732
342,733
343,734
344,735
345,736
346,738
347,739
348,742
349,743
350,744
