evaluation_order,source_window_index
0,12
1,15
2,17
3,19
4,24
5,34
6,35
7,37
8,38
9,50
10,52
11,53
12,55
13,65
14,66
15,74
16,84
17,90
18,94
19,97
20,98
21,114
22,120
23,129
24,132
25,141
26,144
27,149
28,159
29,160
30,161
31,162
32,167
33,170
34,172
35,173
36,174
37,180
38,183
39,187
40,189
41,196
42,205
43,209
44,211
45,220
46,221
47,222
48,225
49,231
50,232
51,234
52,236
53,238
54,239
55,242
56,248
57,256
58,257
59,273
60,279
61,280
62,282
63,287
64,288
65,291
66,296
67,304
68,306
69,307
70,313
71,315
72,327
73,329
74,332
75,335
76,338
77,344
78,348
79,369
80,370
81,372
82,376
83,380
84,381
85,384
86,386
87,389
88,390
89,393
90,400
91,403
92,406
93,407
94,409
95,411
96,417
97,419
98,430
99,431
100,436
101,465
102,469
103,472
104,477
105,481
106,484
107,489
108,495
109,497
110,501
111,508
112,514
113,515
114,523
115,529
116,530
117,542
118,545
119,550
120,566
121,570
122,573
123,577
124,578
125,587
126,588
127,589
128,595
129,598
130,600
131,602
132,607
133,609
134,622
135,628
136,639
137,644
138,662
139,663
140,664
141,666
142,668
143,680
144,683
145,687
146,693
147,694
148,698
149,703
150,714
151,723
152,727
153,728
154,738
155,745
156,748
157,754
158,757
159,762
160,765
161,766
162,768
163,769
164,776
165,777
166,783
167,785
168,797
169,802
170,803
171,807
172,812
173,821
174,822
175,827
176,830
177,835
178,841
179,845
180,852
181,855
182,859
183,861
184,866
185,874
186,877
187,881
188,884
189,889
190,890
191,892
192,896
193,916
194,918
195,922
196,925
197,926
198,928
199,934
200,936
201,940
202,944
203,949
204,960
205,962
206,967
207,968
208,969
209,971
210,980
211,981
212,984
213,985
214,987
215,1002
216,1008
217,1013
218,1017
219,1023
220,1025
221,1032
222,1040
223,1049
224,1050
225,1052
226,1062
227,1064
228,1074
229,1076
230,1080
231,1081
232,1085
233,1087
234,1088
235,1089
236,1095
237,1096
238,1097
239,1100
240,1106
241,1109
242,1116
243,1122
244,1128
245,1135
246,1145
247,1155
248,1170
249,1175
250,1180
251,1183
252,1186
253,1197
254,1199
255,1204
256,1205
257,1208
258,1218
259,1219
260,1227
261,1232
262,1233
263,1234
264,1236
265,1243
266,1246
267,1253
268,1261
269,1263
270,1264
271,1267
272,1273
273,1281
274,1289
275,1290
276,1292
277,1298
278,1302
279,1304
280,1312
281,1313
282,1314
283,1327
284,1328
285,1331
286,1332
287,1334
288,1339
289,1344
290,1347
291,1348
292,1350
293,1351
294,1355
295,1356
296,1361
297,1362
298,1365
299,1374
300,1375
301,1378
302,1382
303,1398
304,1401
305,1409
306,1411
307,1417
308,1418
309,1422
310,1429
311,1435
312,1456
313,1458
314,1461
315,1465
316,1475
317,1479
318,1484
319,1489
320,1492
321,1494
322,1500
323,1501
324,1506
325,1507
326,1508
327,1514
328,1515
329,1524
330,1527
331,1529
332,1537
333,1541
334,1545
335,1568
336,1569
337,1580
338,1581
339,1589
340,1591
341,1592
342,1595
343,1601
344,1602
345,1607
346,1608
347,1609
348,1612
349,1617
350,1622
351,1626
352,1630
353,1635
354,1639
355,1641
356,1642
357,1643
358,1652
359,1654
360,1671
361,1677
362,1685
363,1689
364,1694
365,1700
366,1703
367,1706
368,1711
369,1712
370,1716
371,1720
372,1724
373,1728
374,1733
375,1738
376,1745
377,1749
378,1753
379,1755
380,1758
381,1763
382,1764
383,1776
384,1782
385,1783
386,1785
387,1790
388,1791
389,1793
390,1795
391,1797
392,1798
393,1807
394,1816
395,1817
396,1818
397,1819
398,1824
399,1830
400,1835
401,1840
402,1843
403,1844
404,1845
405,1847
406,1850
407,1851
408,1853
409,1854
410,1882
411,1886
412,1889
413,1892
414,1895
415,1905
416,1922
417,1926
418,1929
419,1932
420,1934
421,1936
422,1940
423,1941
424,1947
425,1948
426,1950
427,1951
428,1954
429,1956
430,1960
431,1976
432,1984
433,1986
434,1989
435,1995
436,1998
437,1999
438,2007
439,2018
440,2022
441,2026
442,2027
443,2033
444,2034
445,2035
446,2040
447,2042
448,2043
449,2045
450,2046
451,2049
452,2050
453,2051
454,2053
455,2056
456,2057
457,2063
458,2064
459,2066
460,2068
461,2074
462,2078
463,2079
464,2080
465,2081
466,2082
467,2083
468,2085
469,2094
470,2095
471,2097
472,2109
473,2116
474,2120
475,2122
476,2132
477,2134
478,2143
479,2144
480,2153
481,2155
482,2157
483,2160
484,2162
485,2166
486,2169
487,2173
488,2178
489,2179
490,2186
491,2189
492,2200
493,2202
494,2204
495,2205
496,2210
497,2217
498,2221
499,2231
500,2233
501,2234
502,2242
503,2244
504,2262
505,2272
506,2277
507,2279
508,2286
509,2293
510,2295
511,2300
512,2301
513,2302
514,2305
515,2307
516,2311
517,2316
518,2317
519,2318
520,2324
521,2327
522,2335
523,2336
524,2340
525,2345
526,2352
527,2356
528,2363
529,2366
530,2371
531,2373
532,2376
533,2388
534,2394
535,2395
536,2411
537,2414
538,2435
539,2436
540,2444
541,2446
542,2457
543,2474
544,2486
545,2488
546,2494
547,2502
548,2507
549,2509
550,2512
551,2513
552,2514
553,2515
554,2522
555,2523
556,2529
557,2530
558,2535
559,2536
560,2537
561,2538
562,2540
563,2550
564,2552
565,2553
566,2559
567,2561
568,2570
569,2572
570,2576
571,2579
572,2587
573,2589
574,2593
575,2600
576,2609
577,2622
578,2625
579,2633
580,2637
581,2638
582,2639
583,2650
584,2652
585,2656
586,2669
587,2672
588,2679
589,2681
590,2687
591,2692
592,2693
593,2703
594,2704
595,2706
596,2713
597,2722
598,2727
599,2729
600,2741
601,2742
602,2745
603,2746
604,2749
605,2754
606,2761
607,2762
608,2767
609,2770
610,2772
611,2773
612,2777
613,2785
614,2791
615,2792
616,2793
617,2794
618,2796
619,2800
620,2806
621,2820
622,2821
623,2824
624,2830
625,2836
626,2842
627,2843
628,2845
629,2846
630,2858
631,2865
632,2871
633,2872
634,2880
635,2888
636,2917
637,2918
638,2922
639,2929
640,2930
641,2937
642,2938
643,2939
644,2940
645,2942
646,2945
647,2946
648,2951
649,2952
650,2955
651,2959
652,2977
653,2981
654,2982
655,2983
656,2984
657,2987
658,2997
659,2999
660,3003
661,3006
662,3010
663,3011
664,3019
665,3031
666,3035
667,3036
668,3048
669,3061
670,3067
671,3074
672,3078
673,3080
674,3084
675,3088
676,3090
677,3093
678,3104
679,3107
680,3113
681,3114
682,3117
683,3118
684,3121
685,3126
686,3128
687,3134
688,3136
689,3137
690,3138
691,3147
692,3149
693,3155
694,3158
695,3159
696,3168
697,3173
698,3174
699,3175
700,3180
701,3181
702,3184
703,3186
704,3189
705,3196
706,3199
707,3206
708,3207
709,3217
710,3229
711,3240
712,3242
713,3255
714,3260
715,3262
716,3268
717,3269
718,3271
719,3277
720,3279
721,3281
722,3282
723,3284
724,3285
725,3307
726,3308
727,3311
728,3321
729,3323
730,3330
731,3338
732,3342
733,3344
734,3356
735,3358
736,3366
737,3371
738,3372
739,3375
740,3378
741,3379
742,3394
743,3406
744,3410
745,3412
746,3417
747,3420
748,3421
749,3425
750,3430
751,3432
752,3439
753,3451
754,3457
755,3461
756,3463
757,3466
758,3473
759,3477
760,3478
761,3480
762,3482
763,3483
764,3494
765,3497
766,3501
767,3503
768,3514
769,3517
770,3518
771,3530
772,3531
773,3543
774,3545
775,3548
776,3555
777,3556
778,3557
779,3567
780,3584
781,3585
782,3589
783,3593
784,3599
785,3602
786,3608
787,3611
788,3612
789,3614
790,3623
791,3629
792,3630
793,3658
794,3659
795,3660
796,3664
797,3667
798,3671
799,3674
800,3678
801,3684
802,3687
803,3703
804,3710
805,3712
806,3714
807,3717
808,3728
809,3730
810,3734
811,3735
812,3747
813,3753
814,3763
815,3772
816,3776
817,3777
818,3784
819,3789
820,3791
821,3798
822,3800
823,3801
824,3809
825,3812
826,3821
827,3824
828,3831
829,3842
830,3845
831,3846
832,3847
833,3855
834,3863
835,3866
836,3875
837,3879
838,3881
839,3889
840,3895
841,3897
842,3898
843,3899
844,3901
845,3905
846,3912
847,3929
848,3944
849,3957
850,3959
851,3970
852,3976
853,3979
854,3985
855,3986
856,3992
857,4005
858,4006
859,4009
860,4011
861,4017
862,4021
863,4024
864,4028
865,4029
866,4032
867,4035
868,4036
869,4037
870,4062
871,4066
872,4072
873,4076
874,4077
875,4085
876,4100
877,4102
878,4103
879,4106
880,4120
881,4126
882,4130
883,4137
884,4138
885,4140
886,4150
887,4151
888,4152
889,4158
890,4159
891,4162
892,4166
893,4170
894,4174
895,4177
896,4178
897,4182
898,4187
899,4202
900,4216
901,4217
902,4222
903,4232
904,4234
905,4238
906,4249
907,4251
908,4253
909,4254
910,4258
911,4267
912,4269
913,4270
914,4275
915,4285
916,4290
917,4292
918,4297
919,4304
920,4306
921,4313
922,4314
923,4318
924,4319
925,4327
926,4328
927,4331
928,4332
929,4333
930,4335
931,4338
932,4354
933,4355
934,4356
935,4361
936,4367
937,4370
938,4372
939,4374
940,4378
941,4379
942,4389
943,4390
944,4393
945,4403
946,4405
947,4415
948,4416
949,4423
950,4427
951,4433
952,4437
953,4445
954,4449
955,4452
956,4453
957,4457
958,4461
959,4465
960,4469
961,4473
962,4486
963,4499
964,4500
965,4511
966,4514
967,4518
968,4520
969,4530
970,4534
971,4535
972,4546
973,4548
974,4553
975,4570
976,4573
977,4577
978,4586
979,4594
980,4597
981,4599
982,4600
983,4601
984,4625
985,4632
986,4637
987,4645
988,4646
989,4654
990,4657
991,4667
992,4674
993,4675
994,4677
995,4680
996,4681
997,4682
998,4683
999,4687
1000,4690
1001,4694
1002,4703
1003,4705
1004,4708
1005,4712
1006,4714
1007,4715
1008,4717
1009,4718
1010,4723
1011,4727
1012,4729
1013,4731
1014,4732
1015,4735
1016,4743
1017,4758
1018,4777
1019,4789
1020,4792
1021,4795
1022,4803
1023,4816
1024,4818
1025,4820
1026,4825
1027,4843
1028,4846
1029,4849
1030,4850
1031,4851
1032,4859
1033,4863
1034,4865
1035,4868
1036,4872
1037,4877
1038,4879
1039,4881
1040,4885
1041,4887
1042,4894
1043,4899
1044,4906
1045,4917
1046,4918
1047,4920
1048,4926
1049,4930
1050,4935
1051,4945
1052,4948
1053,4953
1054,4958
1055,4959
1056,4960
1057,4965
1058,4969
1059,4972
1060,4979
1061,4982
1062,4983
1063,4985
1064,4987
1065,4994
1066,5005
1067,5008
1068,5011
1069,5024
1070,5028
1071,5031
1072,5034
1073,5036
1074,5038
1075,5041
1076,5044
1077,5052
1078,5059
1079,5061
1080,5064
1081,5065
1082,5068
1083,5086
1084,5087
1085,5102
1086,5113
1087,5118
1088,5119
1089,5123
1090,5131
1091,5140
1092,5151
1093,5153
1094,5161
1095,5162
1096,5163
1097,5166
1098,5171
1099,5172
1100,5181
1101,5186
1102,5189
1103,5190
1104,5195
1105,5198
1106,5200
1107,5201
1108,5207
1109,5212
1110,5215
1111,5216
1112,5218
1113,5219
1114,5225
1115,5237
1116,5258
1117,5262
1118,5266
1119,5280
1120,5285
1121,5286
1122,5288
1123,5301
1124,5311
1125,5315
1126,5323
1127,5328
1128,5333
1129,5336
1130,5342
1131,5347
1132,5351
1133,5361
1134,5369
1135,5375
1136,5378
1137,5382
1138,5389
1139,5394
1140,5398
1141,5407
1142,5409
1143,5411
1144,5419
1145,5420
1146,5422
1147,5429
1148,5430
1149,5431
1150,5434
1151,5438
1152,5440
1153,5443
1154,5451
1155,5465
1156,5474
1157,5477
1158,5483
1159,5488
1160,5494
1161,5495
1162,5501
1163,5505
1164,5506
1165,5507
1166,5508
1167,5513
1168,5517
1169,5519
1170,5522
1171,5525
1172,5528
1173,5530
1174,5533
1175,5546
1176,5550
1177,5556
1178,5565
1179,5570
1180,5573
1181,5576
1182,5587
1183,5593
1184,5603
1185,5608
1186,5610
1187,5611
1188,5613
1189,5621
1190,5631
1191,5633
1192,5644
1193,5647
1194,5654
1195,5658
1196,5671
1197,5676
1198,5680
1199,5682
1200,5684
1201,5695
1202,5700
1203,5702
1204,5713
1205,5720
1206,5722
1207,5723
1208,5728
1209,5752
1210,5757
1211,5758
1212,5760
1213,5765
1214,5769
1215,5772
1216,5783
1217,5784
1218,5787
1219,5792
1220,5793
1221,5797
1222,5801
1223,5808
1224,5812
1225,5825
1226,5830
1227,5831
1228,5832
1229,5835
1230,5841
1231,5849
1232,5861
1233,5862
1234,5866
1235,5870
1236,5872
1237,5878
1238,5880
1239,5882
1240,5890
1241,5896
1242,5906
1243,5909
1244,5912
1245,5915
1246,5916
1247,5917
1248,5921
1249,5923
1250,5924
1251,5926
1252,5931
1253,5937
1254,5939
1255,5941
1256,5947
1257,5949
1258,5951
1259,5965
1260,5968
1261,5969
1262,5973
1263,5987
1264,5993
1265,6000
1266,6006
1267,6007
1268,6010
1269,6017
1270,6018
1271,6020
1272,6021
1273,6023
1274,6026
1275,6027
1276,6029
1277,6041
1278,6043
1279,6050
1280,6051
1281,6056
1282,6057
1283,6059
1284,6067
1285,6096
1286,6097
1287,6099
1288,6100
1289,6112
1290,6117
1291,6123
1292,6124
1293,6128
1294,6133
1295,6139
1296,6140
1297,6142
1298,6143
1299,6147
1300,6148
1301,6150
1302,6151
1303,6155
1304,6157
1305,6160
1306,6163
1307,6165
1308,6168
1309,6169
1310,6176
1311,6179
1312,6182
1313,6188
1314,6191
1315,6196
1316,6201
1317,6202
1318,6208
1319,6209
1320,6210
1321,6211
1322,6214
1323,6220
1324,6222
1325,6223
1326,6253
1327,6257
1328,6260
1329,6267
1330,6274
1331,6291
1332,6292
1333,6293
1334,6295
1335,6299
1336,6301
1337,6303
1338,6305
1339,6308
1340,6312
1341,6319
1342,6328
1343,6329
1344,6336
1345,6341
1346,6350
1347,6352
1348,6361
1349,6362
1350,6380
1351,6382
1352,6387
1353,6393
1354,6396
1355,6401
1356,6405
1357,6410
1358,6411
1359,6414
1360,6419
1361,6421
1362,6424
1363,6426
1364,6435
1365,6436
1366,6438
1367,6440
1368,6446
1369,6447
1370,6451
1371,6458
1372,6464
1373,6474
1374,6477
1375,6488
1376,6490
1377,6494
1378,6497
1379,6501
1380,6502
1381,6512
1382,6519
1383,6520
1384,6525
1385,6539
1386,6541
1387,6544
1388,6551
1389,6559
1390,6561
1391,6573
1392,6577
1393,6578
1394,6582
1395,6587
1396,6588
1397,6589
1398,6592
1399,6595
1400,6603
1401,6612
1402,6621
1403,6622
1404,6627
1405,6630
1406,6634
1407,6635
1408,6638
1409,6641
1410,6647
1411,6654
1412,6656
1413,6657
1414,6659
1415,6662
1416,6664
1417,6665
1418,6666
1419,6667
1420,6668
1421,6672
1422,6673
1423,6675
1424,6697
1425,6701
1426,6714
1427,6715
1428,6720
1429,6722
1430,6726
1431,6727
1432,6735
1433,6736
1434,6745
1435,6749
1436,6759
1437,6761
1438,6768
1439,6773
