evaluation_order,source_window_index
0,11
1,12
2,14
3,16
4,21
5,29
6,30
7,32
8,33
9,44
10,45
11,46
12,48
13,56
14,63
15,73
16,77
17,82
18,84
19,85
20,97
21,103
22,109
23,114
24,122
25,125
26,130
27,136
28,138
29,140
30,143
31,145
32,148
33,149
34,151
35,158
36,160
37,162
38,172
39,175
40,178
41,184
42,187
43,191
44,194
45,196
46,197
47,200
48,202
49,206
50,207
51,209
52,218
53,223
54,233
55,239
56,241
57,243
58,244
59,247
60,250
61,252
62,254
63,255
64,260
65,263
66,265
67,266
68,269
69,275
70,279
71,282
72,284
73,290
74,292
75,297
76,303
77,304
78,315
79,319
80,325
81,326
82,327
83,329
84,332
85,338
86,343
87,347
88,348
89,352
90,353
91,356
92,361
93,372
94,377
95,378
96,400
97,406
98,407
99,415
100,416
101,419
102,422
103,425
104,426
105,430
106,439
107,445
108,448
109,453
110,460
111,464
112,471
113,473
114,476
115,478
116,485
117,490
118,494
119,501
120,507
121,510
122,511
123,514
124,516
125,517
126,521
127,529
128,541
129,545
130,551
131,554
132,566
133,567
134,568
135,571
136,578
137,589
138,592
139,594
140,603
141,606
142,613
143,616
144,618
145,619
146,621
147,629
148,635
149,638
150,640
151,647
152,653
153,655
154,656
155,658
156,659
157,660
158,661
159,666
160,667
161,669
162,673
163,676
164,685
165,689
166,696
167,698
168,699
169,701
170,704
171,705
172,718
173,725
174,731
175,733
176,735
177,736
178,743
179,746
180,749
181,751
182,753
183,757
184,760
185,761
186,762
187,763
188,768
189,777
190,784
191,793
192,795
193,796
194,798
195,800
196,804
197,808
198,814
199,822
200,830
201,833
202,834
203,839
204,844
205,845
206,850
207,855
208,860
209,870
210,871
211,874
212,877
213,878
214,883
215,886
216,887
217,893
218,894
219,901
220,905
221,908
222,913
223,923
224,925
225,926
226,928
227,931
228,934
229,938
230,942
231,943
232,944
233,945
234,946
235,947
236,949
237,954
238,969
239,972
240,974
241,983
242,985
243,995
244,999
245,1008
246,1014
247,1024
248,1028
249,1030
250,1035
251,1037
252,1039
253,1043
254,1053
255,1054
256,1055
257,1059
258,1077
259,1078
260,1079
261,1080
262,1082
263,1084
264,1085
265,1086
266,1096
267,1098
268,1107
269,1109
270,1111
271,1113
272,1123
273,1125
274,1129
275,1131
276,1136
277,1138
278,1145
279,1147
280,1148
281,1158
282,1159
283,1162
284,1164
285,1169
286,1173
287,1174
288,1181
289,1184
290,1185
291,1190
292,1193
293,1195
294,1197
295,1198
296,1204
297,1206
298,1208
299,1210
300,1233
301,1234
302,1238
303,1243
304,1247
305,1249
306,1261
307,1265
